time,fmu.x
2.798, 0.058150
2.799, 0.058150
2.8, 0.052335
2.801, 0.052335
2.802, 0.052335
2.803, 0.052335
2.804, 0.052335
2.805, 0.052335
2.806, 0.052335
2.807, 0.052335
2.808, 0.052335
2.809, 0.052335
2.81, 0.052335
2.811, 0.052335
2.812, 0.052335
2.813, 0.052335
2.814, 0.052335
2.815, 0.052335
2.816, 0.052335
2.817, 0.052335
2.818, 0.052335
2.819, 0.052335
2.82, 0.052335
2.821, 0.052335
2.822, 0.052335
2.823, 0.052335
2.824, 0.052335
2.825, 0.052335
2.826, 0.052335
2.827, 0.052335
2.828, 0.052335
2.829, 0.052335
2.83, 0.052335
2.831, 0.052335
2.832, 0.052335
2.833, 0.052335
2.834, 0.052335
2.835, 0.052335
2.836, 0.052335
2.837, 0.052335
2.838, 0.052335
2.839, 0.052335
2.84, 0.052335
2.841, 0.052335
2.842, 0.052335
2.843, 0.052335
2.844, 0.052335
2.845, 0.052335
2.846, 0.052335
2.847, 0.052335
2.848, 0.052335
2.849, 0.052335
2.85, 0.052335
2.851, 0.052335
2.852, 0.052335
2.853, 0.052335
2.854, 0.052335
2.855, 0.052335
2.856, 0.052335
2.857, 0.052335
2.858, 0.052335
2.859, 0.052335
2.86, 0.052335
2.861, 0.052335
2.862, 0.052335
2.863, 0.052335
2.864, 0.052335
2.865, 0.052335
2.866, 0.052335
2.867, 0.052335
2.868, 0.052335
2.869, 0.052335
2.87, 0.052335
2.871, 0.052335
2.872, 0.052335
2.873, 0.052335
2.874, 0.052335
2.875, 0.052335
2.876, 0.052335
2.877, 0.052335
2.878, 0.052335
2.879, 0.052335
2.88, 0.052335
2.881, 0.052335
2.882, 0.052335
2.883, 0.052335
2.884, 0.052335
2.885, 0.052335
2.886, 0.052335
2.887, 0.052335
2.888, 0.052335
2.889, 0.052335
2.89, 0.052335
2.891, 0.052335
2.892, 0.052335
2.893, 0.052335
2.894, 0.052335
2.895, 0.052335
2.896, 0.052335
2.897, 0.052335
2.898, 0.052335
2.899, 0.052335
2.9, 0.047101
2.901, 0.047101
2.902, 0.047101
2.903, 0.047101
2.904, 0.047101
2.905, 0.047101
2.906, 0.047101
2.907, 0.047101
2.908, 0.047101
2.909, 0.047101
2.91, 0.047101
2.911, 0.047101
2.912, 0.047101
2.913, 0.047101
2.914, 0.047101
2.915, 0.047101
2.916, 0.047101
2.917, 0.047101
2.918, 0.047101
2.919, 0.047101
2.92, 0.047101
2.921, 0.047101
2.922, 0.047101
2.923, 0.047101
2.924, 0.047101
2.925, 0.047101
2.926, 0.047101
2.927, 0.047101
2.928, 0.047101
2.929, 0.047101
2.93, 0.047101
2.931, 0.047101
2.932, 0.047101
2.933, 0.047101
2.934, 0.047101
2.935, 0.047101
2.936, 0.047101
2.937, 0.047101
2.938, 0.047101
2.939, 0.047101
2.94, 0.047101
2.941, 0.047101
2.942, 0.047101
2.943, 0.047101
2.944, 0.047101
2.945, 0.047101
2.946, 0.047101
2.947, 0.047101
2.948, 0.047101
2.949, 0.047101
2.95, 0.047101
2.951, 0.047101
2.952, 0.047101
2.953, 0.047101
2.954, 0.047101
2.955, 0.047101
2.956, 0.047101
2.957, 0.047101
2.958, 0.047101
2.959, 0.047101
2.96, 0.047101
2.961, 0.047101
2.962, 0.047101
2.963, 0.047101
2.964, 0.047101
2.965, 0.047101
2.966, 0.047101
2.967, 0.047101
2.968, 0.047101
2.969, 0.047101
2.97, 0.047101
2.971, 0.047101
2.972, 0.047101
2.973, 0.047101
2.974, 0.047101
2.975, 0.047101
2.976, 0.047101
2.977, 0.047101
2.978, 0.047101
2.979, 0.047101
2.98, 0.047101
2.981, 0.047101
2.982, 0.047101
2.983, 0.047101
2.984, 0.047101
2.985, 0.047101
2.986, 0.047101
2.987, 0.047101
2.988, 0.047101
2.989, 0.047101
2.99, 0.047101
2.991, 0.047101
2.992, 0.047101
2.993, 0.047101
2.994, 0.047101
2.995, 0.047101
2.996, 0.047101
2.997, 0.047101
2.998, 0.047101
2.999, 0.047101
3, 0.042391
3.001, 0.042391
3.002, 0.042391
3.003, 0.042391
3.004, 0.042391
3.005, 0.042391
3.006, 0.042391
3.007, 0.042391
3.008, 0.042391
3.009, 0.042391
3.01, 0.042391
3.011, 0.042391
3.012, 0.042391
3.013, 0.042391
3.014, 0.042391
3.015, 0.042391
3.016, 0.042391
3.017, 0.042391
3.018, 0.042391
3.019, 0.042391
3.02, 0.042391
3.021, 0.042391
3.022, 0.042391
3.023, 0.042391
3.024, 0.042391
3.025, 0.042391
3.026, 0.042391
3.027, 0.042391
3.028, 0.042391
3.029, 0.042391
3.03, 0.042391
3.031, 0.042391
3.032, 0.042391
3.033, 0.042391
3.034, 0.042391
3.035, 0.042391
3.036, 0.042391
3.037, 0.042391
3.038, 0.042391
3.039, 0.042391
3.04, 0.042391
3.041, 0.042391
3.042, 0.042391
3.043, 0.042391
3.044, 0.042391
3.045, 0.042391
3.046, 0.042391
3.047, 0.042391
3.048, 0.042391
3.049, 0.042391
3.05, 0.042391
3.051, 0.042391
3.052, 0.042391
3.053, 0.042391
3.054, 0.042391
3.055, 0.042391
3.056, 0.042391
3.057, 0.042391
3.058, 0.042391
3.059, 0.042391
3.06, 0.042391
3.061, 0.042391
3.062, 0.042391
3.063, 0.042391
3.064, 0.042391
3.065, 0.042391
3.066, 0.042391
3.067, 0.042391
3.068, 0.042391
3.069, 0.042391
3.07, 0.042391
3.071, 0.042391
3.072, 0.042391
3.073, 0.042391
3.074, 0.042391
3.075, 0.042391
3.076, 0.042391
3.077, 0.042391
3.078, 0.042391
3.079, 0.042391
3.08, 0.042391
3.081, 0.042391
3.082, 0.042391
3.083, 0.042391
3.084, 0.042391
3.085, 0.042391
3.086, 0.042391
3.087, 0.042391
3.088, 0.042391
3.089, 0.042391
3.09, 0.042391
3.091, 0.042391
3.092, 0.042391
3.093, 0.042391
3.094, 0.042391
3.095, 0.042391
3.096, 0.042391
3.097, 0.042391
3.098, 0.042391
3.099, 0.042391
3.1, 0.038152
3.101, 0.038152
3.102, 0.038152
3.103, 0.038152
3.104, 0.038152
3.105, 0.038152
3.106, 0.038152
3.107, 0.038152
3.108, 0.038152
3.109, 0.038152
3.11, 0.038152
3.111, 0.038152
3.112, 0.038152
3.113, 0.038152
3.114, 0.038152
3.115, 0.038152
3.116, 0.038152
3.117, 0.038152
3.118, 0.038152
3.119, 0.038152
3.12, 0.038152
3.121, 0.038152
3.122, 0.038152
3.123, 0.038152
3.124, 0.038152
3.125, 0.038152
3.126, 0.038152
3.127, 0.038152
3.128, 0.038152
3.129, 0.038152
3.13, 0.038152
3.131, 0.038152
3.132, 0.038152
3.133, 0.038152
3.134, 0.038152
3.135, 0.038152
3.136, 0.038152
3.137, 0.038152
3.138, 0.038152
3.139, 0.038152
3.14, 0.038152
3.141, 0.038152
3.142, 0.038152
3.143, 0.038152
3.144, 0.038152
3.145, 0.038152
3.146, 0.038152
3.147, 0.038152
3.148, 0.038152
3.149, 0.038152
3.15, 0.038152
3.151, 0.038152
3.152, 0.038152
3.153, 0.038152
3.154, 0.038152
3.155, 0.038152
3.156, 0.038152
3.157, 0.038152
3.158, 0.038152
3.159, 0.038152
3.16, 0.038152
3.161, 0.038152
3.162, 0.038152
3.163, 0.038152
3.164, 0.038152
3.165, 0.038152
3.166, 0.038152
3.167, 0.038152
3.168, 0.038152
3.169, 0.038152
3.17, 0.038152
3.171, 0.038152
3.172, 0.038152
3.173, 0.038152
3.174, 0.038152
3.175, 0.038152
3.176, 0.038152
3.177, 0.038152
3.178, 0.038152
3.179, 0.038152
3.18, 0.038152
3.181, 0.038152
3.182, 0.038152
3.183, 0.038152
3.184, 0.038152
3.185, 0.038152
3.186, 0.038152
3.187, 0.038152
3.188, 0.038152
3.189, 0.038152
3.19, 0.038152
3.191, 0.038152
3.192, 0.038152
3.193, 0.038152
3.194, 0.038152
3.195, 0.038152
3.196, 0.038152
3.197, 0.038152
3.198, 0.038152
3.199, 0.038152
3.2, 0.034337
3.201, 0.034337
3.202, 0.034337
3.203, 0.034337
3.204, 0.034337
3.205, 0.034337
3.206, 0.034337
3.207, 0.034337
3.208, 0.034337
3.209, 0.034337
3.21, 0.034337
3.211, 0.034337
3.212, 0.034337
3.213, 0.034337
3.214, 0.034337
3.215, 0.034337
3.216, 0.034337
3.217, 0.034337
3.218, 0.034337
3.219, 0.034337
3.22, 0.034337
3.221, 0.034337
3.222, 0.034337
3.223, 0.034337
3.224, 0.034337
3.225, 0.034337
3.226, 0.034337
3.227, 0.034337
3.228, 0.034337
3.229, 0.034337
3.23, 0.034337
3.231, 0.034337
3.232, 0.034337
3.233, 0.034337
3.234, 0.034337
3.235, 0.034337
3.236, 0.034337
3.237, 0.034337
3.238, 0.034337
3.239, 0.034337
3.24, 0.034337
3.241, 0.034337
3.242, 0.034337
3.243, 0.034337
3.244, 0.034337
3.245, 0.034337
3.246, 0.034337
3.247, 0.034337
3.248, 0.034337
3.249, 0.034337
3.25, 0.034337
3.251, 0.034337
3.252, 0.034337
3.253, 0.034337
3.254, 0.034337
3.255, 0.034337
3.256, 0.034337
3.257, 0.034337
3.258, 0.034337
3.259, 0.034337
3.26, 0.034337
3.261, 0.034337
3.262, 0.034337
3.263, 0.034337
3.264, 0.034337
3.265, 0.034337
3.266, 0.034337
3.267, 0.034337
3.268, 0.034337
3.269, 0.034337
3.27, 0.034337
3.271, 0.034337
3.272, 0.034337
3.273, 0.034337
3.274, 0.034337
3.275, 0.034337
3.276, 0.034337
3.277, 0.034337
3.278, 0.034337
3.279, 0.034337
3.28, 0.034337
3.281, 0.034337
3.282, 0.034337
3.283, 0.034337
3.284, 0.034337
3.285, 0.034337
3.286, 0.034337
3.287, 0.034337
3.288, 0.034337
3.289, 0.034337
3.29, 0.034337
3.291, 0.034337
3.292, 0.034337
3.293, 0.034337
3.294, 0.034337
3.295, 0.034337
3.296, 0.034337
3.297, 0.034337
3.298, 0.034337
3.299, 0.034337
3.3, 0.030903
3.301, 0.030903
3.302, 0.030903
3.303, 0.030903
3.304, 0.030903
3.305, 0.030903
3.306, 0.030903
3.307, 0.030903
3.308, 0.030903
3.309, 0.030903
3.31, 0.030903
3.311, 0.030903
3.312, 0.030903
3.313, 0.030903
3.314, 0.030903
3.315, 0.030903
3.316, 0.030903
3.317, 0.030903
3.318, 0.030903
3.319, 0.030903
3.32, 0.030903
3.321, 0.030903
3.322, 0.030903
3.323, 0.030903
3.324, 0.030903
3.325, 0.030903
3.326, 0.030903
3.327, 0.030903
3.328, 0.030903
3.329, 0.030903
3.33, 0.030903
3.331, 0.030903
3.332, 0.030903
3.333, 0.030903
3.334, 0.030903
3.335, 0.030903
3.336, 0.030903
3.337, 0.030903
3.338, 0.030903
3.339, 0.030903
3.34, 0.030903
3.341, 0.030903
3.342, 0.030903
3.343, 0.030903
3.344, 0.030903
3.345, 0.030903
3.346, 0.030903
3.347, 0.030903
3.348, 0.030903
3.349, 0.030903
3.35, 0.030903
3.351, 0.030903
3.352, 0.030903
3.353, 0.030903
3.354, 0.030903
3.355, 0.030903
3.356, 0.030903
3.357, 0.030903
3.358, 0.030903
3.359, 0.030903
3.36, 0.030903
3.361, 0.030903
3.362, 0.030903
3.363, 0.030903
3.364, 0.030903
3.365, 0.030903
3.366, 0.030903
3.367, 0.030903
3.368, 0.030903
3.369, 0.030903
3.37, 0.030903
3.371, 0.030903
3.372, 0.030903
3.373, 0.030903
3.374, 0.030903
3.375, 0.030903
3.376, 0.030903
3.377, 0.030903
3.378, 0.030903
3.379, 0.030903
3.38, 0.030903
3.381, 0.030903
3.382, 0.030903
3.383, 0.030903
3.384, 0.030903
3.385, 0.030903
3.386, 0.030903
3.387, 0.030903
3.388, 0.030903
3.389, 0.030903
3.39, 0.030903
3.391, 0.030903
3.392, 0.030903
3.393, 0.030903
3.394, 0.030903
3.395, 0.030903
3.396, 0.030903
3.397, 0.030903
3.398, 0.030903
3.399, 0.030903
3.4, 0.027813
3.401, 0.027813
3.402, 0.027813
3.403, 0.027813
3.404, 0.027813
3.405, 0.027813
3.406, 0.027813
3.407, 0.027813
3.408, 0.027813
3.409, 0.027813
3.41, 0.027813
3.411, 0.027813
3.412, 0.027813
3.413, 0.027813
3.414, 0.027813
3.415, 0.027813
3.416, 0.027813
3.417, 0.027813
3.418, 0.027813
3.419, 0.027813
3.42, 0.027813
3.421, 0.027813
3.422, 0.027813
3.423, 0.027813
3.424, 0.027813
3.425, 0.027813
3.426, 0.027813
3.427, 0.027813
3.428, 0.027813
3.429, 0.027813
3.43, 0.027813
3.431, 0.027813
3.432, 0.027813
3.433, 0.027813
3.434, 0.027813
3.435, 0.027813
3.436, 0.027813
3.437, 0.027813
3.438, 0.027813
3.439, 0.027813
3.44, 0.027813
3.441, 0.027813
3.442, 0.027813
3.443, 0.027813
3.444, 0.027813
3.445, 0.027813
3.446, 0.027813
3.447, 0.027813
3.448, 0.027813
3.449, 0.027813
3.45, 0.027813
3.451, 0.027813
3.452, 0.027813
3.453, 0.027813
3.454, 0.027813
3.455, 0.027813
3.456, 0.027813
3.457, 0.027813
3.458, 0.027813
3.459, 0.027813
3.46, 0.027813
3.461, 0.027813
3.462, 0.027813
3.463, 0.027813
3.464, 0.027813
3.465, 0.027813
3.466, 0.027813
3.467, 0.027813
3.468, 0.027813
3.469, 0.027813
3.47, 0.027813
3.471, 0.027813
3.472, 0.027813
3.473, 0.027813
3.474, 0.027813
3.475, 0.027813
3.476, 0.027813
3.477, 0.027813
3.478, 0.027813
3.479, 0.027813
3.48, 0.027813
3.481, 0.027813
3.482, 0.027813
3.483, 0.027813
3.484, 0.027813
3.485, 0.027813
3.486, 0.027813
3.487, 0.027813
3.488, 0.027813
3.489, 0.027813
3.49, 0.027813
3.491, 0.027813
3.492, 0.027813
3.493, 0.027813
3.494, 0.027813
3.495, 0.027813
3.496, 0.027813
3.497, 0.027813
3.498, 0.027813
3.499, 0.027813
3.5, 0.025032
3.501, 0.025032
3.502, 0.025032
3.503, 0.025032
3.504, 0.025032
3.505, 0.025032
3.506, 0.025032
3.507, 0.025032
3.508, 0.025032
3.509, 0.025032
3.51, 0.025032
3.511, 0.025032
3.512, 0.025032
3.513, 0.025032
3.514, 0.025032
3.515, 0.025032
3.516, 0.025032
3.517, 0.025032
3.518, 0.025032
3.519, 0.025032
3.52, 0.025032
3.521, 0.025032
3.522, 0.025032
3.523, 0.025032
3.524, 0.025032
3.525, 0.025032
3.526, 0.025032
3.527, 0.025032
3.528, 0.025032
3.529, 0.025032
3.53, 0.025032
3.531, 0.025032
3.532, 0.025032
3.533, 0.025032
3.534, 0.025032
3.535, 0.025032
3.536, 0.025032
3.537, 0.025032
3.538, 0.025032
3.539, 0.025032
3.54, 0.025032
3.541, 0.025032
3.542, 0.025032
3.543, 0.025032
3.544, 0.025032
3.545, 0.025032
3.546, 0.025032
3.547, 0.025032
3.548, 0.025032
3.549, 0.025032
3.55, 0.025032
3.551, 0.025032
3.552, 0.025032
3.553, 0.025032
3.554, 0.025032
3.555, 0.025032
3.556, 0.025032
3.557, 0.025032
3.558, 0.025032
3.559, 0.025032
3.56, 0.025032
3.561, 0.025032
3.562, 0.025032
3.563, 0.025032
3.564, 0.025032
3.565, 0.025032
3.566, 0.025032
3.567, 0.025032
3.568, 0.025032
3.569, 0.025032
3.57, 0.025032
3.571, 0.025032
3.572, 0.025032
3.573, 0.025032
3.574, 0.025032
3.575, 0.025032
3.576, 0.025032
3.577, 0.025032
3.578, 0.025032
3.579, 0.025032
3.58, 0.025032
3.581, 0.025032
3.582, 0.025032
3.583, 0.025032
3.584, 0.025032
3.585, 0.025032
3.586, 0.025032
3.587, 0.025032
3.588, 0.025032
3.589, 0.025032
3.59, 0.025032
3.591, 0.025032
3.592, 0.025032
3.593, 0.025032
3.594, 0.025032
3.595, 0.025032
3.596, 0.025032
3.597, 0.025032
3.598, 0.025032
3.599, 0.025032
3.6, 0.022528
3.601, 0.022528
3.602, 0.022528
3.603, 0.022528
3.604, 0.022528
3.605, 0.022528
3.606, 0.022528
3.607, 0.022528
3.608, 0.022528
3.609, 0.022528
3.61, 0.022528
3.611, 0.022528
3.612, 0.022528
3.613, 0.022528
3.614, 0.022528
3.615, 0.022528
3.616, 0.022528
3.617, 0.022528
3.618, 0.022528
3.619, 0.022528
3.62, 0.022528
3.621, 0.022528
3.622, 0.022528
3.623, 0.022528
3.624, 0.022528
3.625, 0.022528
3.626, 0.022528
3.627, 0.022528
3.628, 0.022528
3.629, 0.022528
3.63, 0.022528
3.631, 0.022528
3.632, 0.022528
3.633, 0.022528
3.634, 0.022528
3.635, 0.022528
3.636, 0.022528
3.637, 0.022528
3.638, 0.022528
3.639, 0.022528
3.64, 0.022528
3.641, 0.022528
3.642, 0.022528
3.643, 0.022528
3.644, 0.022528
3.645, 0.022528
3.646, 0.022528
3.647, 0.022528
3.648, 0.022528
3.649, 0.022528
3.65, 0.022528
3.651, 0.022528
3.652, 0.022528
3.653, 0.022528
3.654, 0.022528
3.655, 0.022528
3.656, 0.022528
3.657, 0.022528
3.658, 0.022528
3.659, 0.022528
3.66, 0.022528
3.661, 0.022528
3.662, 0.022528
3.663, 0.022528
3.664, 0.022528
3.665, 0.022528
3.666, 0.022528
3.667, 0.022528
3.668, 0.022528
3.669, 0.022528
3.67, 0.022528
3.671, 0.022528
3.672, 0.022528
3.673, 0.022528
3.674, 0.022528
3.675, 0.022528
3.676, 0.022528
3.677, 0.022528
3.678, 0.022528
3.679, 0.022528
3.68, 0.022528
3.681, 0.022528
3.682, 0.022528
3.683, 0.022528
3.684, 0.022528
3.685, 0.022528
3.686, 0.022528
3.687, 0.022528
3.688, 0.022528
3.689, 0.022528
3.69, 0.022528
3.691, 0.022528
3.692, 0.022528
3.693, 0.022528
3.694, 0.022528
3.695, 0.022528
3.696, 0.022528
3.697, 0.022528
3.698, 0.022528
3.699, 0.022528
3.7, 0.020276
3.701, 0.020276
3.702, 0.020276
3.703, 0.020276
3.704, 0.020276
3.705, 0.020276
3.706, 0.020276
3.707, 0.020276
3.708, 0.020276
3.709, 0.020276
3.71, 0.020276
3.711, 0.020276
3.712, 0.020276
3.713, 0.020276
3.714, 0.020276
3.715, 0.020276
3.716, 0.020276
3.717, 0.020276
3.718, 0.020276
3.719, 0.020276
3.72, 0.020276
3.721, 0.020276
3.722, 0.020276
3.723, 0.020276
3.724, 0.020276
3.725, 0.020276
3.726, 0.020276
3.727, 0.020276
3.728, 0.020276
3.729, 0.020276
3.73, 0.020276
3.731, 0.020276
3.732, 0.020276
3.733, 0.020276
3.734, 0.020276
3.735, 0.020276
3.736, 0.020276
3.737, 0.020276
3.738, 0.020276
3.739, 0.020276
3.74, 0.020276
3.741, 0.020276
3.742, 0.020276
3.743, 0.020276
3.744, 0.020276
3.745, 0.020276
3.746, 0.020276
3.747, 0.020276
3.748, 0.020276
3.749, 0.020276
3.75, 0.020276
3.751, 0.020276
3.752, 0.020276
3.753, 0.020276
3.754, 0.020276
3.755, 0.020276
3.756, 0.020276
3.757, 0.020276
3.758, 0.020276
3.759, 0.020276
3.76, 0.020276
3.761, 0.020276
3.762, 0.020276
3.763, 0.020276
3.764, 0.020276
3.765, 0.020276
3.766, 0.020276
3.767, 0.020276
3.768, 0.020276
3.769, 0.020276
3.77, 0.020276
3.771, 0.020276
3.772, 0.020276
3.773, 0.020276
3.774, 0.020276
3.775, 0.020276
3.776, 0.020276
3.777, 0.020276
3.778, 0.020276
3.779, 0.020276
3.78, 0.020276
3.781, 0.020276
3.782, 0.020276
3.783, 0.020276
3.784, 0.020276
3.785, 0.020276
3.786, 0.020276
3.787, 0.020276
3.788, 0.020276
3.789, 0.020276
3.79, 0.020276
3.791, 0.020276
3.792, 0.020276
3.793, 0.020276
3.794, 0.020276
3.795, 0.020276
3.796, 0.020276
3.797, 0.020276
3.798, 0.020276
3.799, 0.020276
3.8, 0.018248
3.801, 0.018248
3.802, 0.018248
3.803, 0.018248
3.804, 0.018248
3.805, 0.018248
3.806, 0.018248
3.807, 0.018248
3.808, 0.018248
3.809, 0.018248
3.81, 0.018248
3.811, 0.018248
3.812, 0.018248
3.813, 0.018248
3.814, 0.018248
3.815, 0.018248
3.816, 0.018248
3.817, 0.018248
3.818, 0.018248
3.819, 0.018248
3.82, 0.018248
3.821, 0.018248
3.822, 0.018248
3.823, 0.018248
3.824, 0.018248
3.825, 0.018248
3.826, 0.018248
3.827, 0.018248
3.828, 0.018248
3.829, 0.018248
3.83, 0.018248
3.831, 0.018248
3.832, 0.018248
3.833, 0.018248
3.834, 0.018248
3.835, 0.018248
3.836, 0.018248
3.837, 0.018248
3.838, 0.018248
3.839, 0.018248
3.84, 0.018248
3.841, 0.018248
3.842, 0.018248
3.843, 0.018248
3.844, 0.018248
3.845, 0.018248
3.846, 0.018248
3.847, 0.018248
3.848, 0.018248
3.849, 0.018248
3.85, 0.018248
3.851, 0.018248
3.852, 0.018248
3.853, 0.018248
3.854, 0.018248
3.855, 0.018248
3.856, 0.018248
3.857, 0.018248
3.858, 0.018248
3.859, 0.018248
3.86, 0.018248
3.861, 0.018248
3.862, 0.018248
3.863, 0.018248
3.864, 0.018248
3.865, 0.018248
3.866, 0.018248
3.867, 0.018248
3.868, 0.018248
3.869, 0.018248
3.87, 0.018248
3.871, 0.018248
3.872, 0.018248
3.873, 0.018248
3.874, 0.018248
3.875, 0.018248
3.876, 0.018248
3.877, 0.018248
3.878, 0.018248
3.879, 0.018248
3.88, 0.018248
3.881, 0.018248
3.882, 0.018248
3.883, 0.018248
3.884, 0.018248
3.885, 0.018248
3.886, 0.018248
3.887, 0.018248
3.888, 0.018248
3.889, 0.018248
3.89, 0.018248
3.891, 0.018248
3.892, 0.018248
3.893, 0.018248
3.894, 0.018248
3.895, 0.018248
3.896, 0.018248
3.897, 0.018248
3.898, 0.018248
3.899, 0.018248
3.9, 0.016423
3.901, 0.016423
3.902, 0.016423
3.903, 0.016423
3.904, 0.016423
3.905, 0.016423
3.906, 0.016423
3.907, 0.016423
3.908, 0.016423
3.909, 0.016423
3.91, 0.016423
3.911, 0.016423
3.912, 0.016423
3.913, 0.016423
3.914, 0.016423
3.915, 0.016423
3.916, 0.016423
3.917, 0.016423
3.918, 0.016423
3.919, 0.016423
3.92, 0.016423
3.921, 0.016423
3.922, 0.016423
3.923, 0.016423
3.924, 0.016423
3.925, 0.016423
3.926, 0.016423
3.927, 0.016423
3.928, 0.016423
3.929, 0.016423
3.93, 0.016423
3.931, 0.016423
3.932, 0.016423
3.933, 0.016423
3.934, 0.016423
3.935, 0.016423
3.936, 0.016423
3.937, 0.016423
3.938, 0.016423
3.939, 0.016423
3.94, 0.016423
3.941, 0.016423
3.942, 0.016423
3.943, 0.016423
3.944, 0.016423
3.945, 0.016423
3.946, 0.016423
3.947, 0.016423
3.948, 0.016423
3.949, 0.016423
3.95, 0.016423
3.951, 0.016423
3.952, 0.016423
3.953, 0.016423
3.954, 0.016423
3.955, 0.016423
3.956, 0.016423
3.957, 0.016423
3.958, 0.016423
3.959, 0.016423
3.96, 0.016423
3.961, 0.016423
3.962, 0.016423
3.963, 0.016423
3.964, 0.016423
3.965, 0.016423
3.966, 0.016423
3.967, 0.016423
3.968, 0.016423
3.969, 0.016423
3.97, 0.016423
3.971, 0.016423
3.972, 0.016423
3.973, 0.016423
3.974, 0.016423
3.975, 0.016423
3.976, 0.016423
3.977, 0.016423
3.978, 0.016423
3.979, 0.016423
3.98, 0.016423
3.981, 0.016423
3.982, 0.016423
3.983, 0.016423
3.984, 0.016423
3.985, 0.016423
3.986, 0.016423
3.987, 0.016423
3.988, 0.016423
3.989, 0.016423
3.99, 0.016423
3.991, 0.016423
3.992, 0.016423
3.993, 0.016423
3.994, 0.016423
3.995, 0.016423
3.996, 0.016423
3.997, 0.016423
3.998, 0.016423
3.999, 0.016423
4, 0.014781
4.001, 0.014781
4.002, 0.014781
4.003, 0.014781
4.004, 0.014781
4.005, 0.014781
4.006, 0.014781
4.007, 0.014781
4.008, 0.014781
4.009, 0.014781
4.01, 0.014781
4.011, 0.014781
4.012, 0.014781
4.013, 0.014781
4.014, 0.014781
4.015, 0.014781
4.016, 0.014781
4.017, 0.014781
4.018, 0.014781
4.019, 0.014781
4.02, 0.014781
4.021, 0.014781
4.022, 0.014781
4.023, 0.014781
4.024, 0.014781
4.025, 0.014781
4.026, 0.014781
4.027, 0.014781
4.028, 0.014781
4.029, 0.014781
4.03, 0.014781
4.031, 0.014781
4.032, 0.014781
4.033, 0.014781
4.034, 0.014781
4.035, 0.014781
4.036, 0.014781
4.037, 0.014781
4.038, 0.014781
4.039, 0.014781
4.04, 0.014781
4.041, 0.014781
4.042, 0.014781
4.043, 0.014781
4.044, 0.014781
4.045, 0.014781
4.046, 0.014781
4.047, 0.014781
4.048, 0.014781
4.049, 0.014781
4.05, 0.014781
4.051, 0.014781
4.052, 0.014781
4.053, 0.014781
4.054, 0.014781
4.055, 0.014781
4.056, 0.014781
4.057, 0.014781
4.058, 0.014781
4.059, 0.014781
4.06, 0.014781
4.061, 0.014781
4.062, 0.014781
4.063, 0.014781
4.064, 0.014781
4.065, 0.014781
4.066, 0.014781
4.067, 0.014781
4.068, 0.014781
4.069, 0.014781
4.07, 0.014781
4.071, 0.014781
4.072, 0.014781
4.073, 0.014781
4.074, 0.014781
4.075, 0.014781
4.076, 0.014781
4.077, 0.014781
4.078, 0.014781
4.079, 0.014781
4.08, 0.014781
4.081, 0.014781
4.082, 0.014781
4.083, 0.014781
4.084, 0.014781
4.085, 0.014781
4.086, 0.014781
4.087, 0.014781
4.088, 0.014781
4.089, 0.014781
4.09, 0.014781
4.091, 0.014781
4.092, 0.014781
4.093, 0.014781
4.094, 0.014781
4.095, 0.014781
4.096, 0.014781
4.097, 0.014781
4.098, 0.014781
4.099, 0.014781
4.1, 0.013303
4.101, 0.013303
4.102, 0.013303
4.103, 0.013303
4.104, 0.013303
4.105, 0.013303
4.106, 0.013303
4.107, 0.013303
4.108, 0.013303
4.109, 0.013303
4.11, 0.013303
4.111, 0.013303
4.112, 0.013303
4.113, 0.013303
4.114, 0.013303
4.115, 0.013303
4.116, 0.013303
4.117, 0.013303
4.118, 0.013303
4.119, 0.013303
4.12, 0.013303
4.121, 0.013303
4.122, 0.013303
4.123, 0.013303
4.124, 0.013303
4.125, 0.013303
4.126, 0.013303
4.127, 0.013303
4.128, 0.013303
4.129, 0.013303
4.13, 0.013303
4.131, 0.013303
4.132, 0.013303
4.133, 0.013303
4.134, 0.013303
4.135, 0.013303
4.136, 0.013303
4.137, 0.013303
4.138, 0.013303
4.139, 0.013303
4.14, 0.013303
4.141, 0.013303
4.142, 0.013303
4.143, 0.013303
4.144, 0.013303
4.145, 0.013303
4.146, 0.013303
4.147, 0.013303
4.148, 0.013303
4.149, 0.013303
4.15, 0.013303
4.151, 0.013303
4.152, 0.013303
4.153, 0.013303
4.154, 0.013303
4.155, 0.013303
4.156, 0.013303
4.157, 0.013303
4.158, 0.013303
4.159, 0.013303
4.16, 0.013303
4.161, 0.013303
4.162, 0.013303
4.163, 0.013303
4.164, 0.013303
4.165, 0.013303
4.166, 0.013303
4.167, 0.013303
4.168, 0.013303
4.169, 0.013303
4.17, 0.013303
4.171, 0.013303
4.172, 0.013303
4.173, 0.013303
4.174, 0.013303
4.175, 0.013303
4.176, 0.013303
4.177, 0.013303
4.178, 0.013303
4.179, 0.013303
4.18, 0.013303
4.181, 0.013303
4.182, 0.013303
4.183, 0.013303
4.184, 0.013303
4.185, 0.013303
4.186, 0.013303
4.187, 0.013303
4.188, 0.013303
4.189, 0.013303
4.19, 0.013303
4.191, 0.013303
4.192, 0.013303
4.193, 0.013303
4.194, 0.013303
4.195, 0.013303
4.196, 0.013303
